Upper_Age,Region_Code,Reco_Policy_Premium,Reco_Insurance_Type,Lower_Age,Is_Spouse,ID,Holding_Policy_Type,Holding_Policy_Duration,Health Indicator,City_Code,Accomodation_Type,Response
19,2829,2936,Individual,19,No,420,,,X1,C7,Rented,0
35,167,9088,Individual,35,No,421,,,X1,C6,Rented,0
22,3453,3966,Individual,22,No,422,,,,C7,Rented,1
61,1497,13112,Individual,61,No,423,,,X1,C7,Rented,1
50,1788,16120,Individual,50,No,424,,,,C9,Owned,1
35,750,17366.4,Joint,16,No,425,3,1,X2,C11,Owned,0
24,824,3420,Individual,24,No,426,,,,C6,Rented,0
24,53,4752,Individual,24,No,427,,,X3,C11,Rented,0
31,62,6960,Individual,31,No,428,,,X1,C1,Rented,0
61,2853,15678,Individual,61,No,429,3,14+,X2,C2,Owned,1
24,107,10802.4,Joint,21,No,430,4,1,X1,C2,Rented,1
40,42,13060,Individual,40,No,431,1,5,X3,C3,Owned,0
38,1472,11160,Individual,38,No,432,3,14,,C4,Owned,0
47,835,12780,Individual,47,No,433,2,1,,C3,Owned,1
47,3055,19602,Joint,19,No,434,,,,C1,Owned,0
36,3123,12204,Individual,36,No,435,,,X2,C5,Rented,0
44,578,18176,Joint,17,No,436,1,7,X1,C1,Owned,1
60,2026,25620,Joint,53,Yes,437,,,X3,C1,Owned,0
23,527,9170,Individual,23,No,438,3,3,,C1,Rented,0
29,1149,6500,Individual,29,No,439,,,X2,C1,Rented,1
36,701,15120,Joint,29,Yes,440,2,2,X2,C20,Rented,1
28,1893,10176,Individual,28,No,441,3,1,X2,C20,Rented,0
57,98,19080,Individual,57,No,442,,,X1,C11,Rented,0
40,358,14586,Individual,40,No,443,3,1,,C9,Rented,0
27,1408,6970,Individual,27,No,444,,,,C19,Owned,1
43,157,13442,Individual,43,No,445,,,,C9,Owned,0
54,1773,11322,Individual,54,No,446,,,X2,C18,Owned,0
75,1381,16996,Individual,75,No,447,1,14,,C13,Owned,0
63,1986,29025,Joint,62,Yes,448,3,14+,,C2,Owned,1
28,1251,9776,Individual,28,No,449,3,3,X3,C6,Owned,0
66,898,23052,Individual,66,No,450,,,X3,C7,Owned,0
28,481,11430,Individual,28,No,451,,,,C4,Owned,0
75,70,21896,Individual,75,No,452,1,11,X2,C4,Rented,0
71,22,30895.2,Joint,66,Yes,453,,,,C16,Owned,0
69,1289,16608,Individual,69,No,454,,,X1,C1,Rented,0
59,5112,22500,Joint,57,Yes,455,,,X1,C8,Owned,0
58,480,18150,Individual,58,No,456,,,X7,C11,Owned,1
40,3760,7770,Individual,40,No,457,4,2,X4,C9,Rented,0
61,3406,25776,Joint,60,Yes,458,,,X2,C22,Owned,0
23,646,6950,Individual,23,No,459,,,X1,C2,Rented,0
22,518,7380,Individual,22,No,460,,,X1,C9,Rented,1
40,2613,14716.8,Joint,38,Yes,461,3,8,X1,C2,Rented,0
48,746,14608,Individual,48,No,462,2,4,X6,C2,Rented,1
26,2386,8588.8,Joint,24,Yes,463,,,,C3,Rented,0
49,2573,13752,Individual,49,No,464,1,7,,C16,Rented,0
55,5002,14760,Individual,55,No,465,3,2,X3,C2,Owned,1
26,3202,6600,Individual,26,No,466,3,4,X1,C4,Rented,0
22,1032,8040,Individual,22,No,467,,,X1,C11,Rented,0
56,4160,19290,Individual,56,No,468,3,13,X2,C1,Owned,0
51,961,10134,Individual,51,No,469,1,13,,C7,Owned,0
69,1168,27308.8,Joint,66,Yes,470,3,10,X2,C29,Owned,0
22,391,5568,Individual,22,No,471,,,,C34,Rented,1
67,1893,30321.2,Joint,56,Yes,472,3,1,X1,C20,Rented,0
57,3263,16510,Individual,57,No,473,2,4,X1,C11,Owned,1
22,1373,5408,Individual,22,No,474,,,X1,C2,Rented,1
23,2076,5352,Individual,23,No,475,,,X3,C1,Rented,0
46,1804,15744,Individual,46,No,476,4,1,,C2,Rented,0
73,1273,20876,Individual,73,No,477,2,3,,C16,Rented,1
41,701,9280,Individual,41,No,478,3,3,X1,C20,Owned,0
55,893,15168,Individual,55,No,479,2,14,X3,C18,Owned,0
49,1622,14496,Individual,49,No,480,,,,C4,Owned,0
22,4190,10800,Individual,22,No,481,,,,C19,Rented,0
23,4125,10592,Individual,23,No,482,,,,C1,Rented,1
64,2971,21952,Individual,64,No,483,2,1,,C4,Rented,0
70,1202,26640,Joint,44,No,484,3,1,X4,C4,Owned,0
21,2,3456,Individual,21,No,485,,,X1,C22,Rented,1
22,879,7860,Individual,22,No,486,1,1,,C1,Rented,0
31,80,7416,Individual,31,No,487,,,,C23,Rented,0
31,313,18333,Joint,25,Yes,488,3,4,X1,C1,Owned,0
39,4585,12582,Individual,39,No,489,2,6,X1,C8,Rented,0
23,1917,10048,Individual,23,No,490,,,X6,C18,Rented,0
50,112,17970,Joint,47,Yes,491,1,1,X4,C29,Owned,0
60,869,18916.8,Joint,58,Yes,492,3,4,X1,C1,Owned,0
24,1206,10688,Individual,24,No,493,,,X1,C4,Rented,0
57,742,20232,Joint,54,Yes,494,4,6,,C4,Owned,0
56,2005,20952,Joint,55,Yes,495,,,,C9,Owned,0
39,127,6468,Individual,39,No,496,,,X1,C7,Rented,0
73,10,21182,Individual,73,No,497,,,X1,C9,Owned,0
52,2,14928,Individual,52,No,498,,,X2,C22,Rented,0
53,1882,16800,Individual,53,No,499,,,,C14,Owned,0
75,2452,18396,Individual,75,No,500,3,4,X2,C2,Rented,0
41,1773,11484,Individual,41,No,501,3,2,,C18,Rented,0
60,903,18944,Individual,60,No,502,3,2,X1,C2,Owned,0
53,2995,16458,Individual,53,No,503,4,1,X3,C2,Owned,0
21,2883,6300,Individual,21,No,504,,,,C13,Rented,0
56,2065,17332,Individual,56,No,505,,,,C2,Owned,1
51,4247,11232,Individual,51,No,506,3,2,X1,C14,Owned,0
30,2729,7800,Individual,30,No,507,2,4,X1,C2,Rented,0
23,2172,4152,Individual,23,No,508,1,3,X4,C9,Rented,0
25,1564,12582,Individual,25,No,509,4,1,X4,C2,Owned,0
57,919,14040,Individual,57,No,510,3,2,,C7,Owned,1
39,274,12831,Joint,19,Yes,511,1,5,X6,C7,Owned,0
22,888,3804,Individual,22,No,512,,,X6,C1,Rented,1
70,1888,25596,Individual,70,No,513,,,X5,C2,Owned,1
33,2391,8988,Individual,33,No,514,2,2,X2,C6,Owned,1
48,2546,14736,Individual,48,No,515,,,X2,C19,Owned,0
31,880,8386,Individual,31,No,516,3,1,X1,C9,Owned,0
36,864,9800,Individual,36,No,517,3,5,,C2,Owned,0
64,3033,17670,Individual,64,No,518,,,X3,C1,Owned,0
57,402,12826,Individual,57,No,519,,,,C13,Owned,1
46,857,14448,Individual,46,No,520,,,X4,C3,Owned,0
32,66,12042,Individual,32,No,521,1,1,X4,C9,Rented,0
75,606,33292.8,Joint,74,Yes,522,4,6,X4,C1,Owned,0
23,3138,4038,Individual,23,No,523,,,X3,C10,Rented,1
23,1892,3822,Individual,23,No,524,3,2,X1,C2,Rented,0
43,34,11736,Individual,43,No,525,2,3,,C13,Owned,0
24,4140,9312,Individual,24,No,526,,,X1,C4,Rented,0
41,589,9856,Individual,41,No,527,1,1,X1,C4,Rented,0
30,1874,6960,Individual,30,No,528,2,3,X1,C33,Rented,0
26,2078,5008,Individual,26,No,529,,,X1,C3,Owned,0
28,2576,12294,Individual,28,No,530,,,X1,C1,Rented,1
60,1915,12078,Individual,60,No,531,,,X3,C17,Owned,0
56,1782,16830,Individual,56,No,532,,,X6,C24,Owned,0
41,2544,20493,Joint,19,No,533,,,X3,C15,Owned,0
24,42,5224,Individual,24,No,534,,,,C3,Rented,0
46,4937,11520,Individual,46,No,535,2,14+,,C2,Owned,0
51,1210,17724,Individual,51,No,536,1,3,X6,C7,Owned,0
33,86,7248,Individual,33,No,537,,,X2,C36,Owned,0
31,2145,12340,Individual,31,No,538,3,5,X2,C2,Rented,0
71,714,16302,Individual,71,No,539,2,14+,,C19,Owned,0
26,3330,5064,Individual,26,No,540,1,2,X3,C15,Rented,0
22,904,3606,Individual,22,No,541,,,X3,C16,Rented,0
60,962,16744,Individual,60,No,542,1,2,X1,C3,Rented,0
64,4529,21152,Individual,64,No,543,3,7,X2,C1,Rented,0
39,5129,7188,Individual,39,No,544,,,X1,C16,Owned,0
45,4260,11970,Individual,45,No,545,2,5,X4,C3,Rented,0
18,111,9204,Individual,18,No,546,,,X3,C23,Rented,0
65,407,23078.4,Joint,40,No,547,4,6,,C11,Owned,0
21,1976,9440,Individual,21,No,548,,,X3,C4,Rented,0
51,1217,25536,Joint,26,No,549,4,5,X2,C3,Owned,1
46,222,20625,Joint,39,Yes,550,,,X3,C24,Owned,0
75,619,20774,Individual,75,No,551,4,14+,X1,C7,Owned,0
57,1443,11940,Individual,57,No,552,2,9,X3,C1,Owned,0
25,115,9072,Individual,25,No,553,1,2,X6,C12,Rented,0
19,1671,10052,Individual,19,No,554,,,X1,C17,Rented,0
58,1043,14328,Individual,58,No,555,,,X3,C9,Owned,1
24,4471,8974,Individual,24,No,556,,,X2,C8,Rented,0
23,3075,3714,Individual,23,No,557,,,X3,C3,Rented,0
74,1843,20268,Individual,74,No,558,3,13,X2,C8,Owned,0
22,3543,3996,Individual,22,No,559,,,,C9,Rented,0
32,143,11880,Individual,32,No,560,1,3,X2,C6,Rented,0
23,3528,11216,Individual,23,No,561,,,X1,C2,Rented,1
43,706,14160,Individual,43,No,562,3,2,X2,C2,Owned,1
72,1662,33347.2,Joint,71,Yes,563,3,3,X2,C1,Owned,0
23,4024,7230,Individual,23,No,564,,,,C3,Rented,0
26,281,11250,Individual,26,No,565,,,X1,C3,Rented,0
26,1745,4744,Individual,26,No,566,,,X1,C2,Owned,0
35,1080,14403.2,Joint,16,Yes,567,,,X8,C7,Owned,0
61,709,22422.4,Joint,53,Yes,568,,,X4,C1,Owned,0
24,4274,8448,Individual,24,No,569,,,X4,C2,Rented,0
69,2609,15704,Individual,69,No,570,3,4,X2,C6,Owned,1
67,1436,17820,Individual,67,No,571,,,X2,C1,Owned,1
44,2168,12816,Individual,44,No,572,3,2,X5,C2,Owned,1
21,1097,4152,Individual,21,No,573,1,1,X4,C27,Rented,0
47,510,21873.6,Joint,17,No,574,2,3,,C6,Owned,0
28,797,12150,Individual,28,No,575,,,X2,C3,Rented,0
61,3436,17472,Individual,61,No,576,1,6,X1,C11,Rented,0
28,5351,7368,Individual,28,No,577,1,4,X4,C5,Owned,0
29,5524,9296,Joint,22,Yes,578,,,X3,C21,Owned,1
52,1616,15912,Individual,52,No,579,,,X3,C3,Rented,0
43,3632,9030,Individual,43,No,580,3,6,X2,C2,Owned,0
26,420,7032,Individual,26,No,581,,,,C17,Owned,0
21,317,5008,Individual,21,No,582,4,1,X1,C20,Rented,0
72,262,20502,Individual,72,No,583,3,14+,X3,C4,Owned,0
27,147,9856,Individual,27,No,584,,,,C10,Owned,0
42,935,13608,Individual,42,No,585,2,3,X4,C7,Owned,0
21,450,4194,Individual,21,No,586,,,X2,C1,Rented,1
35,2290,12369,Joint,32,Yes,587,1,3,,C2,Rented,0
62,295,16470,Individual,62,No,588,1,14+,X3,C14,Rented,0
32,918,8974,Individual,32,No,589,4,5,,C5,Rented,0
39,4397,10208,Individual,39,No,590,3,7,,C5,Rented,0
60,2729,21792,Individual,60,No,591,4,8,X5,C2,Owned,0
34,2159,9568,Individual,34,No,592,3,1,X2,C24,Rented,0
52,1097,20380.8,Joint,50,Yes,593,3,14+,X4,C27,Owned,0
46,486,12312,Individual,46,No,594,2,3,X3,C11,Rented,0
27,2945,5224,Individual,27,No,595,2,4,X3,C10,Rented,0
20,2443,5304,Individual,20,No,596,,,,C18,Rented,0
32,349,11538,Individual,32,No,597,,,X5,C8,Owned,0
23,4929,3996,Individual,23,No,598,3,1,X1,C19,Rented,0
32,2477,7716,Individual,32,No,599,1,1,X1,C1,Owned,0
37,100,10314,Individual,37,No,600,2,2,X1,C16,Rented,0
48,991,10128,Individual,48,No,601,2,2,X4,C13,Owned,0
41,1703,11754,Individual,41,No,602,3,1,X2,C4,Rented,0
49,1455,17836,Individual,49,No,603,3,1,X1,C3,Owned,0
75,747,18976,Individual,75,No,604,3,9,,C12,Owned,1
58,548,32400,Joint,57,Yes,605,,,X4,C3,Owned,1
75,420,33811.2,Joint,30,Yes,606,2,1,,C17,Owned,0
61,1281,15120,Individual,61,No,607,3,4,,C29,Rented,0
25,3155,9800,Individual,25,No,608,,,X1,C1,Rented,0
31,1641,6000,Individual,31,No,609,,,,C25,Rented,0
28,4055,5352,Individual,28,No,610,,,,C14,Rented,0
46,567,15888,Individual,46,No,611,2,9,X1,C3,Owned,0
28,1227,8664,Individual,28,No,612,1,6,X1,C2,Rented,0
71,284,22134,Individual,71,No,613,,,X2,C1,Owned,0
34,1575,20864,Joint,31,Yes,614,3,5,X3,C15,Owned,1
59,5164,14612,Individual,59,No,615,,,X1,C21,Owned,0
22,501,5176,Individual,22,No,616,,,,C29,Owned,0
51,829,14742,Individual,51,No,617,3,1,X2,C26,Rented,0
43,1687,12500,Individual,43,No,618,3,1,,C10,Rented,1
55,4644,12360,Individual,55,No,619,3,3,X3,C19,Owned,0
28,15,9198,Individual,28,No,620,,,X1,C1,Rented,1
62,3212,13344,Individual,62,No,621,,,X3,C28,Owned,1
54,301,14234,Individual,54,No,622,3,10,X3,C2,Owned,0
24,3476,9920,Individual,24,No,623,,,X1,C19,Owned,0
45,2097,9312,Individual,45,No,624,1,1,X1,C3,Owned,1
55,2020,14980,Individual,55,No,625,,,X2,C19,Owned,0
75,1967,23796,Individual,75,No,626,3,7,X2,C2,Owned,0
31,1520,17136,Joint,26,Yes,627,1,7,X2,C27,Rented,1
57,32,14344,Individual,57,No,628,1,3,,C1,Owned,0
62,1845,14454,Individual,62,No,629,,,X4,C2,Owned,1
38,2548,7848,Individual,38,No,630,3,5,X2,C2,Rented,0
42,1748,22310.4,Joint,39,Yes,631,,,X1,C6,Owned,0
45,4171,11220,Individual,45,No,632,,,X2,C8,Owned,0
38,14,14246.4,Joint,37,Yes,633,3,9,X2,C2,Owned,0
53,1610,15768,Individual,53,No,634,1,5,,C5,Rented,0
32,260,8736,Individual,32,No,635,,,,C22,Owned,0
62,1578,13632,Individual,62,No,636,3,6,X2,C8,Owned,1
27,2506,9376,Individual,27,No,637,,,,C1,Rented,0
75,218,18536,Individual,75,No,638,4,7,X4,C2,Rented,1
24,468,6300,Individual,24,No,639,,,X1,C20,Rented,1
39,3719,7236,Individual,39,No,640,1,2,,C3,Owned,0
22,704,3810,Individual,22,No,641,,,X1,C1,Owned,0
40,3040,10272,Individual,40,No,642,1,3,X2,C15,Owned,0
42,1743,11980,Individual,42,No,643,2,14+,X2,C7,Owned,1
51,224,27807,Joint,17,No,644,4,6,X2,C10,Owned,1
26,2382,5970,Individual,26,No,645,3,6,X1,C2,Rented,0
38,1258,11016,Individual,38,No,646,3,1,,C6,Rented,1
50,2142,26754,Joint,23,No,647,1,1,X3,C5,Rented,0
28,972,9720,Individual,28,No,648,4,1,X1,C3,Owned,0
34,2018,12690,Individual,34,No,649,3,5,X2,C2,Rented,1
23,4092,5328,Individual,23,No,650,,,X3,C18,Rented,1
59,3087,16744,Individual,59,No,651,3,14+,X3,C9,Rented,1
36,1223,6912,Individual,36,No,652,3,3,X1,C15,Rented,0
55,2354,14036,Individual,55,No,653,2,2,X4,C22,Owned,0
55,2554,15708,Individual,55,No,654,2,6,,C16,Rented,1
52,21,18004,Individual,52,No,655,2,5,X4,C2,Owned,0
59,1662,16408,Individual,59,No,656,4,1,X4,C1,Rented,1
23,89,5168,Individual,23,No,657,4,2,X1,C1,Rented,0
66,242,19286.4,Joint,55,Yes,658,4,4,X4,C22,Owned,1
60,1880,18630,Individual,60,No,659,2,4,X1,C6,Rented,0
28,199,5930,Individual,28,No,660,,,,C4,Owned,0
26,1734,10704,Individual,26,No,661,4,3,,C2,Rented,0
49,3108,9344,Individual,49,No,662,,,,C4,Rented,0
48,2067,14928,Individual,48,No,663,2,4,,C29,Rented,0
32,1416,11360,Individual,32,No,664,,,X2,C10,Rented,0
44,6107,11840,Individual,44,No,665,3,12,X3,C21,Owned,0
54,1660,11808,Individual,54,No,666,2,14+,X1,C5,Owned,0
22,1691,5032,Individual,22,No,667,,,X3,C3,Owned,1
55,2885,19920,Individual,55,No,668,3,4,X1,C3,Rented,0
38,1477,8160,Individual,38,No,669,3,4,X4,C5,Owned,0
47,239,16432,Individual,47,No,670,2,14+,X4,C3,Rented,0
27,5219,5624,Individual,27,No,671,,,X1,C21,Rented,1
35,625,14102,Individual,35,No,672,,,,C7,Rented,0
36,611,11322,Joint,35,Yes,673,4,4,X2,C1,Owned,0
61,2318,12738,Individual,61,No,674,,,,C1,Owned,0
28,482,10064,Individual,28,No,675,,,X1,C3,Owned,0
47,359,26707.2,Joint,36,Yes,676,1,1,X1,C11,Rented,0
24,96,6840,Individual,24,No,677,,,X2,C4,Rented,0
25,186,7428,Individual,25,No,678,,,X4,C4,Rented,0
49,2871,17152,Joint,46,Yes,679,1,3,X4,C17,Rented,1
44,885,15642,Individual,44,No,680,3,4,,C15,Owned,1
42,1935,14873.6,Joint,16,Yes,681,2,7,X1,C24,Rented,0
54,3827,18480,Individual,54,No,682,,,X4,C1,Owned,0
40,667,18536,Joint,33,Yes,683,1,2,X1,C6,Rented,0
48,5536,12340,Individual,48,No,684,2,1,X4,C21,Owned,0
20,1181,9552,Individual,20,No,685,,,X1,C6,Owned,0
75,1602,23370,Individual,75,No,686,,,,C6,Owned,0
60,2128,13178,Individual,60,No,687,4,14+,X1,C3,Rented,1
56,3620,16212,Individual,56,No,688,1,7,X2,C1,Owned,0
24,3556,6360,Individual,24,No,689,1,3,X6,C29,Rented,0
71,450,14846,Individual,71,No,690,2,2,X2,C1,Owned,0
75,1286,19980,Individual,75,No,691,4,5,,C2,Rented,0
41,2269,11568,Individual,41,No,692,1,3,X3,C3,Owned,0
25,1200,9156,Individual,25,No,693,,,X2,C1,Rented,0
39,3926,7788,Individual,39,No,694,2,6,,C7,Rented,0
54,7,20130,Joint,47,Yes,695,,,X1,C4,Rented,0
26,1440,10620,Individual,26,No,696,,,X4,C3,Rented,1
21,2260,9590,Individual,21,No,697,,,X1,C11,Rented,0
46,5365,17136,Joint,43,Yes,698,1,5,X2,C21,Rented,0
20,2459,10432,Individual,20,No,699,,,X1,C11,Rented,0
28,1070,5784,Individual,28,No,700,,,X1,C5,Rented,1
42,2280,13584,Individual,42,No,701,,,X3,C9,Owned,0
30,1276,6370,Individual,30,No,702,,,X4,C2,Owned,0
33,1862,5360,Individual,33,No,703,1,3,,C17,Owned,0
65,2593,17500,Individual,65,No,704,2,8,X3,C3,Owned,0
75,3454,26941.6,Joint,73,Yes,705,3,6,X5,C7,Owned,0
38,2954,13992,Individual,38,No,706,,,X1,C13,Owned,0
30,2438,14960,Individual,30,No,707,1,1,X3,C5,Rented,1
25,2879,11552,Individual,25,No,708,3,1,,C2,Owned,0
30,826,7788,Individual,30,No,709,1,5,X3,C1,Rented,1
29,2922,7572,Joint,28,Yes,710,2,9,X1,C3,Rented,0
72,4,20130,Individual,72,No,711,1,2,X1,C1,Owned,0
27,1132,6080,Individual,27,No,712,4,2,X2,C6,Rented,0
28,5530,9730,Individual,28,No,713,,,X5,C24,Owned,0
21,3716,3798,Individual,21,No,714,,,,C28,Rented,0
25,4940,6936,Individual,25,No,715,,,X2,C18,Owned,0
63,989,22044,Joint,54,Yes,716,,,,C15,Owned,0
43,1809,20636,Joint,16,Yes,717,3,2,X2,C1,Owned,0
69,1953,19200,Individual,69,No,718,3,4,X3,C4,Rented,1
75,438,17700,Individual,75,No,719,4,10,X1,C2,Owned,1
24,3797,7462,Individual,24,No,720,,,X3,C6,Rented,0
53,311,13344,Individual,53,No,721,1,14+,X1,C3,Owned,0
25,3136,9120,Individual,25,No,722,,,X6,C6,Rented,0
23,1493,5368,Individual,23,No,723,3,2,X3,C7,Rented,0
40,3651,14740,Individual,40,No,724,3,1,X1,C1,Rented,0
30,274,9584,Individual,30,No,725,4,10,,C7,Owned,1
47,36,16172,Individual,47,No,726,1,14+,X2,C1,Owned,0
26,1256,11826,Individual,26,No,727,2,5,X1,C2,Rented,0
62,1159,17864,Individual,62,No,728,3,2,X2,C1,Owned,0
40,3775,8848,Individual,40,No,729,3,5,X3,C3,Owned,0
61,203,19880,Individual,61,No,730,3,1,X1,C2,Owned,1
56,359,13068,Individual,56,No,731,2,3,X2,C11,Owned,0
31,1176,10944,Individual,31,No,732,4,4,X4,C27,Owned,0
61,5138,15834,Individual,61,No,733,1,5,,C21,Owned,0
65,1375,16172,Individual,65,No,734,3,14+,,C24,Rented,0
38,3761,8412,Individual,38,No,735,3,7,X4,C2,Rented,1
67,332,22066,Individual,67,No,736,,,X2,C1,Owned,1
26,1442,10352,Individual,26,No,737,,,X2,C9,Owned,0
75,247,25597.6,Joint,48,No,738,3,3,X4,C10,Owned,0
24,2675,3792,Individual,24,No,739,,,X2,C5,Rented,0
42,39,17226,Joint,36,No,740,1,14+,X1,C1,Owned,1
54,1627,15120,Individual,54,No,741,3,14+,X4,C2,Owned,1
33,613,7870,Individual,33,No,742,,,,C12,Rented,0
21,1841,5360,Individual,21,No,743,1,1,X3,C15,Owned,1
60,209,19776,Individual,60,No,744,3,2,X1,C4,Owned,0
55,1797,12584,Individual,55,No,745,1,1,X6,C7,Owned,0
31,4278,7524,Individual,31,No,746,,,X2,C21,Rented,0
58,352,17654,Individual,58,No,747,1,2,X1,C10,Rented,0
61,2712,13896,Individual,61,No,748,3,6,,C9,Owned,0
33,155,10998,Individual,33,No,749,2,5,X1,C6,Owned,0
22,277,9282,Individual,22,No,750,,,,C18,Rented,0
24,482,10768,Individual,24,No,751,,,X3,C3,Owned,0
50,1404,10746,Individual,50,No,752,3,2,X3,C15,Owned,0
56,2290,18798,Individual,56,No,753,3,1,X1,C2,Rented,1
30,27,9324,Individual,30,No,754,1,8,X4,C1,Rented,1
38,1488,6552,Individual,38,No,755,,,,C29,Rented,0
61,2128,18600,Individual,61,No,756,,,X2,C3,Owned,0
41,4951,9648,Individual,41,No,757,4,7,X5,C21,Owned,0
26,1588,8638,Individual,26,No,758,,,X1,C5,Owned,0
23,2184,6210,Individual,23,No,759,2,1,X2,C4,Rented,1
60,1874,14112,Individual,60,No,760,3,14+,X1,C33,Owned,1
75,2285,23104,Individual,75,No,761,1,10,X2,C19,Owned,1
38,15,12320,Individual,38,No,762,2,10,X1,C1,Owned,0
22,3685,7464,Individual,22,No,763,,,X2,C19,Rented,0
41,3356,13482,Individual,41,No,764,4,3,,C8,Owned,0
41,1183,8288,Individual,41,No,765,,,X1,C9,Rented,0
58,2737,28080,Joint,57,Yes,766,1,14+,X4,C8,Owned,0
22,890,7584,Individual,22,No,767,,,X2,C14,Rented,1
37,2237,7116,Individual,37,No,768,,,X1,C6,Owned,0
44,1272,13713,Joint,43,Yes,769,3,7,,C2,Owned,0
25,3513,6470,Individual,25,No,770,,,X1,C15,Rented,0
39,2024,10272,Individual,39,No,771,1,2,,C7,Rented,0
51,146,12860,Individual,51,No,772,1,6,X2,C1,Owned,0
37,2833,14400,Joint,26,No,773,1,2,,C13,Rented,1
27,31,9680,Individual,27,No,774,1,1,X1,C6,Rented,0
74,5041,16250,Individual,74,No,775,4,4,X4,C1,Owned,0
59,2642,30688,Joint,25,No,776,,,X1,C2,Owned,0
41,2172,14184,Individual,41,No,777,1,5,,C9,Rented,1
23,3689,8912,Individual,23,No,778,,,X6,C9,Owned,1
24,365,7776,Individual,24,No,779,,,X2,C2,Rented,0
27,39,6490,Individual,27,No,780,4,6,X1,C1,Rented,1
24,1049,4404,Individual,24,No,781,,,X1,C26,Owned,0
58,517,15904,Individual,58,No,782,2,14+,X1,C14,Rented,0
61,240,28752,Joint,23,No,783,1,14+,X1,C19,Rented,0
40,110,17312.4,Joint,39,Yes,784,3,8,X2,C2,Owned,0
28,3110,10096,Individual,28,No,785,2,2,,C6,Rented,0
58,1415,12936,Individual,58,No,786,,,,C1,Owned,0
25,3478,9016,Individual,25,No,787,,,,C6,Rented,0
54,1938,18816,Joint,50,Yes,788,,,X3,C7,Owned,1
67,1128,22746,Individual,67,No,789,3,1,X1,C1,Owned,0
75,665,22968,Individual,75,No,790,4,3,,C2,Owned,0
22,169,7490,Individual,22,No,791,3,2,X3,C1,Rented,0
75,2063,18536,Individual,75,No,792,,,,C33,Owned,0
75,1574,21024,Individual,75,No,793,4,5,X4,C1,Owned,0
60,1396,18816,Individual,60,No,794,,,X2,C4,Owned,0
30,40,6200,Individual,30,No,795,3,1,X1,C16,Owned,0
62,86,18656,Individual,62,No,796,3,4,X2,C36,Rented,1
22,4267,8016,Individual,22,No,797,,,X3,C15,Rented,0
24,1322,8736,Individual,24,No,798,,,X5,C2,Rented,0
43,2592,14470.4,Joint,21,No,799,3,5,,C3,Owned,1
57,4240,18844,Individual,57,No,800,1,14+,,C2,Rented,1
25,341,4624,Individual,25,No,801,2,5,X3,C18,Rented,0
21,1863,8712,Individual,21,No,802,,,X2,C9,Rented,0
70,1324,16198,Individual,70,No,803,3,14+,X1,C5,Owned,1
32,1856,9506,Individual,32,No,804,,,X1,C8,Rented,0
60,1144,18300,Individual,60,No,805,2,14+,X2,C10,Owned,1
28,837,7100,Individual,28,No,806,1,4,X2,C15,Rented,0
43,860,13800,Individual,43,No,807,3,14+,,C2,Owned,0
75,335,24192,Individual,75,No,808,4,14+,X2,C2,Owned,1
19,1081,2736,Individual,19,No,809,,,X1,C4,Owned,0
52,1410,14592,Individual,52,No,810,,,X4,C10,Owned,0
75,19,17808,Individual,75,No,811,2,9,,C1,Owned,0
36,1579,7428,Individual,36,No,812,,,X2,C15,Owned,0
75,1440,33510.4,Joint,74,Yes,813,3,14+,X3,C3,Rented,0
70,142,28896,Joint,67,Yes,814,3,8,X3,C1,Owned,0
28,647,10880,Individual,28,No,815,1,1,X2,C19,Rented,0
33,83,9310,Individual,33,No,816,1,2,X1,C3,Rented,1
57,888,13944,Individual,57,No,817,,,X6,C1,Rented,0
47,157,12840,Individual,47,No,818,2,9,,C9,Rented,0
57,1938,13608,Individual,57,No,819,4,8,X4,C7,Owned,1
67,212,28716.8,Joint,33,No,820,3,14+,X2,C8,Owned,0
24,1388,9045,Joint,22,Yes,821,,,X1,C25,Rented,1
26,2974,11124,Individual,26,No,822,,,X1,C12,Rented,0
74,1890,16464,Individual,74,No,823,,,X4,C1,Owned,0
41,1906,8764,Individual,41,No,824,2,1,X4,C3,Owned,0
23,202,4816,Individual,23,No,825,3,1,X4,C6,Rented,0
62,132,14476,Individual,62,No,826,4,10,,C20,Owned,0
24,733,6130,Individual,24,No,827,,,X4,C19,Owned,0
22,1835,4896,Individual,22,No,828,3,2,,C19,Rented,0
48,3446,16588,Individual,48,No,829,,,,C1,Owned,0
61,2515,29120,Joint,21,No,830,1,5,X2,C15,Owned,0
66,3757,25584,Joint,62,Yes,831,,,X5,C9,Owned,0
49,2037,12560,Individual,49,No,832,4,5,X4,C1,Owned,1
65,403,16042,Individual,65,No,833,3,6,X1,C3,Owned,0
25,1972,8028,Individual,25,No,834,3,2,,C18,Rented,1
50,1319,29619.2,Joint,47,Yes,835,1,2,X3,C1,Owned,0
65,2991,13442,Individual,65,No,836,2,10,X6,C23,Owned,1
71,802,15444,Individual,71,No,837,3,14+,X2,C1,Owned,1
65,3784,19712,Individual,65,No,838,3,14+,X4,C11,Owned,0
45,187,17952,Individual,45,No,839,1,1,X5,C2,Rented,1
36,75,9184,Individual,36,No,840,1,3,X3,C5,Owned,0
29,4402,5032,Individual,29,No,841,1,5,X4,C7,Rented,0
58,1283,18270,Individual,58,No,842,2,14+,X2,C3,Owned,0
